ulasan_bersih,emosi,urgensi
saya merasa benar benar tidak puas karena speaker bluetooth tidak tahan lama dan komplain belum ditangani tolong evaluasi produk ini,kecewa,3
microphone layarnya buram cs tidak membantu padahal sudah percaya toko ini,kecewa,3
menyesal sudah beli di sini alat elektronik baterainya boros komplain belum ditangani semoga ke depan lebih baik,kecewa,3
saya kecewa dengan kualitas produk ini kamera tidak sesuai harga mohon perhatian lebih untuk kualitas,kecewa,3
adapter kamera blur harapannya tinggi tapi ternyata zonk tidak ada tanggapan harap ada kompensasi,kecewa,3
saya kecewa dengan kualitas produk ini microphone speaker pecah komplain belum ditangani semoga bisa diperbaiki ke depannya,kecewa,3
keyboard lambat sekali performanya saya kecewa dengan kualitas produk ini proses retur lama harap diperhatikan untuk pembeli lain,kecewa,3
tv tombolnya keras saya kecewa karena hasilnya jauh dari harapan komplain belum ditangani harap diperhatikan untuk pembeli lain,kecewa,3
laptop tidak sesuai harga tidak diberi penjelasan padahal sudah percaya toko ini,kecewa,3
saya merasa menyesal sudah beli di sini karena powerbank build quality terasa murahan dan cs tidak membantu akan berpikir dua kali sebelum beli lagi,kecewa,3
saya kecewa dengan kualitas produk ini adapter tidak sesuai harga semoga ke depan lebih baik,kecewa,3
padahal sudah percaya toko ini lampu pintar mudah panas proses retur lama harap diperhatikan untuk pembeli lain,kecewa,3
harapannya tinggi tapi ternyata zonk monitor cepat rusak respon sangat lambat akan berpikir dua kali sebelum beli lagi,kecewa,3
tidak menyangka hasilnya seburuk ini tv layarnya buram pelayanan kurang baik mohon perhatian lebih untuk kualitas,kecewa,3
laptop tidak sesuai ekspektasi tidak menyangka hasilnya seburuk ini penjual menjawab lama tolong evaluasi produk ini,kecewa,3
mouse fiturnya tidak seperti yang dijanjikan saya kecewa dengan kualitas produk ini penjual menjawab lama semoga bisa diperbaiki ke depannya,kecewa,3
parah banget kecewanya lampu pintar lambat sekali performanya semoga bisa diperbaiki ke depannya,kecewa,3
padahal sudah percaya toko ini modem tidak sesuai harga jangan ulangi lagi kesalahan seperti ini,kecewa,3
flashdisk tidak tahan lama saya kecewa dengan kualitas produk ini respon sangat lambat semoga ke depan lebih baik,kecewa,3
earphone fiturnya tidak seperti yang dijanjikan parah banget kecewanya komplain belum ditangani tolong cek kualitas sebelum kirim,kecewa,3
saya merasa saya kecewa karena hasilnya jauh dari harapan karena lampu pintar mudah panas dan pelayanan kurang baik tolong cek kualitas sebelum kirim,kecewa,3
microphone suaranya kecil benar benar tidak puas penjual menjawab lama mohon perhatian lebih untuk kualitas,kecewa,3
hp tombolnya keras tidak diberi penjelasan parah banget kecewanya,kecewa,3
smartphone layarnya buram menyesal sudah beli di sini tidak diberi penjelasan harap ada perbaikan dari pihak penjual,kecewa,3
benar benar tidak puas alat elektronik tidak tahan lama harap ada perbaikan dari pihak penjual,kecewa,3
saya merasa padahal sudah percaya toko ini karena smartwatch layarnya buram dan pelayanan kurang baik tolong cek kualitas sebelum kirim,kecewa,3
saya merasa saya kecewa karena hasilnya jauh dari harapan karena modem kamera blur dan penjual menjawab lama semoga ke depan lebih baik,kecewa,3
harapannya tinggi tapi ternyata zonk laptop tidak responsif harap diperhatikan untuk pembeli lain,kecewa,3
saya kecewa sekali powerbank tidak stabil koneksinya jangan ulangi lagi kesalahan seperti ini,kecewa,3
charger tidak sesuai harga padahal sudah percaya toko ini penjual menjawab lama harap ada kompensasi,kecewa,3
saya merasa parah banget kecewanya karena monitor hasilnya tidak memuaskan dan penjual menjawab lama semoga ke depan lebih baik,kecewa,3
lampu pintar speaker pecah saya kecewa karena hasilnya jauh dari harapan respon sangat lambat tolong evaluasi produk ini,kecewa,3
saya merasa harapannya tinggi tapi ternyata zonk karena router layarnya buram dan penjual menjawab lama semoga bisa diperbaiki ke depannya,kecewa,3
flashdisk desainnya bagus tapi performanya buruk saya kecewa karena hasilnya jauh dari harapan tidak ada solusi yang jelas jangan ulangi lagi kesalahan seperti ini,kecewa,3
benar benar tidak puas alat elektronik tampilan warnanya jelek semoga ke depan lebih baik,kecewa,3
tv cepat rusak saya kecewa dengan kualitas produk ini tidak ada solusi yang jelas tolong cek kualitas sebelum kirim,kecewa,3
saya merasa menyesal sudah beli di sini karena laptop hasilnya tidak memuaskan dan respon sangat lambat harap ada kompensasi,kecewa,3
keyboard tombolnya keras komplain belum ditangani menyesal sudah beli di sini,kecewa,3
headset tidak tahan lama tidak ada tanggapan saya kecewa karena hasilnya jauh dari harapan,kecewa,3
saya kecewa dengan kualitas produk ini ssd fiturnya tidak seperti yang dijanjikan mohon perhatian lebih untuk kualitas,kecewa,3
saya kecewa karena hasilnya jauh dari harapan modem tidak stabil koneksinya harap ada kompensasi,kecewa,3
mouse tidak stabil koneksinya pelayanan kurang baik tidak seperti ulasan yang saya baca,kecewa,3
tidak menyangka hasilnya seburuk ini earphone tampilan warnanya jelek harap ada perbaikan dari pihak penjual,kecewa,3
benar benar tidak puas monitor desainnya bagus tapi performanya buruk tidak ada tanggapan harap ada perbaikan dari pihak penjual,kecewa,3
ssd speaker pecah parah banget kecewanya komplain belum ditangani harap ada perbaikan dari pihak penjual,kecewa,3
laptop layarnya buram penjual menjawab lama parah banget kecewanya,kecewa,3
saya kecewa karena hasilnya jauh dari harapan keyboard speaker pecah harap diperhatikan untuk pembeli lain,kecewa,3
saya kecewa karena hasilnya jauh dari harapan scanner tidak responsif mohon perhatian lebih untuk kualitas,kecewa,3
tidak menyangka hasilnya seburuk ini monitor baterainya boros harap ada perbaikan dari pihak penjual,kecewa,3
saya merasa saya kecewa sekali karena smartwatch build quality terasa murahan dan respon sangat lambat semoga bisa diperbaiki ke depannya,kecewa,3
saya kecewa karena hasilnya jauh dari harapan headset tombolnya keras harap diperhatikan untuk pembeli lain,kecewa,3
headset tidak sesuai harga menyesal sudah beli di sini penjual menjawab lama akan berpikir dua kali sebelum beli lagi,kecewa,3
menyesal sudah beli di sini tablet layarnya buram tidak ada tanggapan jangan ulangi lagi kesalahan seperti ini,kecewa,3
hp desainnya bagus tapi performanya buruk parah banget kecewanya penjual menjawab lama akan berpikir dua kali sebelum beli lagi,kecewa,3
harapannya tinggi tapi ternyata zonk kabel data kualitasnya menurun tidak ada solusi yang jelas semoga bisa diperbaiki ke depannya,kecewa,3
tidak menyangka hasilnya seburuk ini router layarnya buram respon sangat lambat semoga bisa diperbaiki ke depannya,kecewa,3
saya merasa benar benar tidak puas karena monitor baterainya boros dan proses retur lama akan berpikir dua kali sebelum beli lagi,kecewa,3
laptop tidak sesuai harga penjual menjawab lama saya kecewa karena hasilnya jauh dari harapan,kecewa,3
tidak menyangka hasilnya seburuk ini mouse tidak sesuai harga harap diperhatikan untuk pembeli lain,kecewa,3
lampu pintar tombolnya keras parah banget kecewanya penjual menjawab lama harap ada perbaikan dari pihak penjual,kecewa,3
saya merasa menyesal sudah beli di sini karena mouse tidak responsif dan pelayanan kurang baik mohon perhatian lebih untuk kualitas,kecewa,3
tablet mudah panas pelayanan kurang baik saya kecewa sekali,kecewa,3
benar benar tidak puas printer tidak sesuai ekspektasi tolong cek kualitas sebelum kirim,kecewa,3
tablet desainnya bagus tapi performanya buruk saya kecewa karena hasilnya jauh dari harapan respon sangat lambat mohon perhatian lebih untuk kualitas,kecewa,3
saya kecewa karena hasilnya jauh dari harapan powerbank suaranya kecil harap ada perbaikan dari pihak penjual,kecewa,3
microphone baterainya boros cs tidak membantu saya kecewa dengan kualitas produk ini,kecewa,3
kamera suaranya kecil komplain belum ditangani padahal sudah percaya toko ini,kecewa,3
tidak seperti ulasan yang saya baca powerbank baterainya boros tolong evaluasi produk ini,kecewa,3
saya kecewa sekali earphone tidak sesuai harga cs tidak membantu tolong evaluasi produk ini,kecewa,3
saya merasa saya kecewa karena hasilnya jauh dari harapan karena ssd tidak sesuai harga dan respon sangat lambat semoga ke depan lebih baik,kecewa,3
saya merasa parah banget kecewanya karena powerbank tidak responsif dan proses retur lama tolong cek kualitas sebelum kirim,kecewa,3
menyesal sudah beli di sini ssd tidak sesuai ekspektasi respon sangat lambat harap diperhatikan untuk pembeli lain,kecewa,3
saya merasa saya kecewa dengan kualitas produk ini karena tv speaker pecah dan tidak ada tanggapan harap ada kompensasi,kecewa,3
tidak menyangka hasilnya seburuk ini router cepat rusak jangan ulangi lagi kesalahan seperti ini,kecewa,3
saya merasa saya kecewa dengan kualitas produk ini karena ssd hasilnya tidak memuaskan dan pelayanan kurang baik harap diperhatikan untuk pembeli lain,kecewa,3
saya kecewa karena hasilnya jauh dari harapan router kualitasnya menurun harap ada kompensasi,kecewa,3
saya merasa saya kecewa karena hasilnya jauh dari harapan karena charger speaker pecah dan komplain belum ditangani mohon perhatian lebih untuk kualitas,kecewa,3
smartphone cepat rusak saya kecewa sekali cs tidak membantu semoga ke depan lebih baik,kecewa,3
earphone tidak tahan lama saya kecewa dengan kualitas produk ini komplain belum ditangani harap ada kompensasi,kecewa,3
headset desainnya bagus tapi performanya buruk harapannya tinggi tapi ternyata zonk tidak diberi penjelasan harap ada kompensasi,kecewa,3
kulkas produk sesuai pesanan puas dengan pelayanan,normal,1
barang sama seperti di foto ssd terima kasih,normal,1
produk dispenser barang sesuai deskripsi tidak ada komplain,normal,1
barang dalam kondisi baik smartphone,normal,1
alat elektronik barang sama seperti di foto terima kasih,normal,1
kualitas sesuai harga charger,normal,1
mouse fungsi berjalan normal akan digunakan seperti biasa,normal,1
barang berfungsi dengan baik earphone tidak ada hal istimewa,normal,1
harddisk kualitas sesuai harga,normal,1
produk blender semua fitur bekerja semuanya berjalan lancar,normal,1
produk microphone semua fitur bekerja sudah sesuai kebutuhan,normal,1
harddisk kualitas sesuai harga puas dengan pelayanan,normal,1
tidak ada masalah berarti hp sudah sesuai kebutuhan,normal,1
barang sesuai deskripsi laptop sudah sesuai kebutuhan,normal,1
produk speaker bluetooth barang dikemas dengan baik terima kasih,normal,1
produk adapter barang dikemas dengan baik sesuai standar,normal,1
produk speaker bluetooth berfungsi seperti seharusnya barang diterima tanpa masalah,normal,1
berfungsi seperti seharusnya adapter,normal,1
mudah digunakan keyboard akan digunakan seperti biasa,normal,1
harddisk fungsi berjalan normal puas dengan pelayanan,normal,1
pengiriman cepat dan aman kipas angin,normal,1
printer fungsi berjalan normal sudah sesuai kebutuhan,normal,1
microphone produk normal tidak ada kerusakan,normal,1
flashdisk barang sama seperti di foto tidak ada hal istimewa,normal,1
produk dispenser tidak ada kendala sudah sesuai kebutuhan,normal,1
blender barang sama seperti di foto tidak ada komplain,normal,1
laptop semua fitur bekerja tidak ada komplain,normal,1
powerbank mudah digunakan,normal,1
headset produk normal tidak ada kerusakan puas dengan pelayanan,normal,1
produk powerbank tidak ada kendala sesuai standar,normal,1
berfungsi seperti seharusnya mouse,normal,1
pengiriman lancar kabel data,normal,1
kinerja sesuai harapan powerbank akan digunakan seperti biasa,normal,1
datang tepat waktu kipas angin,normal,1
modem berfungsi seperti seharusnya sesuai standar,normal,1
printer barang berfungsi dengan baik akan beli lagi nanti,normal,1
barang diterima dengan baik kamera sudah sesuai kebutuhan,normal,1
tablet barang berfungsi dengan baik,normal,1
produk projector kinerja sesuai harapan akan digunakan seperti biasa,normal,1
projector produk berfungsi normal puas dengan pelayanan,normal,1
barang sama seperti di foto kamera,normal,1
smartwatch barang berfungsi dengan baik akan beli lagi nanti,normal,1
kabel data tidak ada masalah berarti sesuai standar,normal,1
produk headset mudah digunakan sudah sesuai kebutuhan,normal,1
rice cooker datang tepat waktu,normal,1
produk router kinerja sesuai harapan sesuai standar,normal,1
barang sesuai deskripsi lampu pintar akan beli lagi nanti,normal,1
blender berfungsi seperti seharusnya,normal,1
tidak ada kendala adapter,normal,1
rice cooker kualitas sesuai harga,normal,1
kinerja sesuai harapan microphone,normal,1
kipas angin kualitas sesuai harga tidak ada komplain,normal,1
flashdisk pengiriman lancar puas dengan pelayanan,normal,1
produk sesuai pesanan ssd,normal,1
semua fitur bekerja powerbank semuanya berjalan lancar,normal,1
tidak ada masalah berarti smartphone puas dengan pelayanan,normal,1
barang dikemas dengan baik laptop,normal,1
produk kipas angin tidak ada masalah berarti terima kasih,normal,1
ssd kualitas sesuai harga sesuai standar,normal,1
lampu pintar pengiriman cepat dan aman tidak ada hal istimewa,normal,1
mouse tidak ada masalah berarti sesuai standar,normal,1
produk smartphone kinerja sesuai harapan puas dengan pelayanan,normal,1
headset barang berfungsi dengan baik,normal,1
produk mouse pengiriman lancar tidak ada komplain,normal,1
fungsi berjalan normal smartphone tidak ada komplain,normal,1
produk berfungsi normal router akan beli lagi nanti,normal,1
earphone semua fitur bekerja,normal,1
dispenser pengiriman cepat dan aman,normal,1
produk setrika barang berfungsi dengan baik sesuai standar,normal,1
tidak ada kendala tablet,normal,1
produk sesuai pesanan tv sudah sesuai kebutuhan,normal,1
setrika produk berfungsi normal puas dengan pelayanan,normal,1
kulkas kinerja sesuai harapan semuanya berjalan lancar,normal,1
datang tepat waktu blender,normal,1
rice cooker tidak ada kendala tidak ada hal istimewa,normal,1
produk headset barang diterima dengan baik puas dengan pelayanan,normal,1
barang dikemas dengan baik kipas angin,normal,1
barang sama seperti di foto mouse,normal,1
produk tv mudah digunakan sesuai standar,normal,1
laptop produk normal tidak ada kerusakan,normal,1
modem barang dikemas dengan baik,normal,1
fungsi berjalan normal kipas angin,normal,1
barang dalam kondisi baik monitor,normal,1
produk berfungsi normal keyboard sesuai standar,normal,1
mudah digunakan projector akan beli lagi nanti,normal,1
produk berfungsi normal headset,normal,1
microphone tidak ada kendala,normal,1
kulkas produk berfungsi normal,normal,1
charger barang dikemas dengan baik,normal,1
produk harddisk mudah digunakan terima kasih,normal,1
barang sama seperti di foto router,normal,1
kinerja sesuai harapan kulkas,normal,1
pengiriman cepat dan aman tablet sesuai standar,normal,1
barang sesuai deskripsi smartwatch,normal,1
microphone pengiriman cepat dan aman,normal,1
tidak ada kendala speaker bluetooth akan beli lagi nanti,normal,1
barang berfungsi dengan baik setrika puas dengan pelayanan,normal,1
berfungsi seperti seharusnya tv,normal,1
projector pengiriman lancar terima kasih,normal,1
tidak ada masalah berarti dispenser,normal,1
